date,sku_id,product_name,category,warehouse,unit_cost,shelf_life_days,lead_time_days,reorder_point,reorder_qty,demand_units,inventory_level,stockout_units,promotion,day_of_week,month,quarter,is_weekend,year,days_of_stock,stockout_flag
29-07-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,21,46,0,0,4,7,3,0,2022,2.2,0
30-07-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,21,505,0,0,5,7,3,1,2022,24,0
31-07-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,21,484,0,0,6,7,3,1,2022,23,0
01-08-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,15,469,0,0,0,8,3,0,2022,31.3,0
02-08-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,19,450,0,0,1,8,3,0,2022,23.7,0
03-08-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,18,432,0,0,2,8,3,0,2022,24,0
04-08-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,13,419,0,0,3,8,3,0,2022,32.2,0
05-08-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,17,402,0,0,4,8,3,0,2022,23.6,0
06-08-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,19,383,0,0,5,8,3,1,2022,20.2,0
07-08-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,25,358,0,0,6,8,3,1,2022,14.3,0
08-08-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,15,343,0,0,0,8,3,0,2022,22.9,0
09-08-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,15,328,0,0,1,8,3,0,2022,21.9,0
10-08-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,21,307,0,0,2,8,3,0,2022,14.6,0
11-08-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,22,285,0,0,3,8,3,0,2022,13,0
12-08-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,17,268,0,0,4,8,3,0,2022,15.8,0
13-08-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,20,248,0,0,5,8,3,1,2022,12.4,0
14-08-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,23,225,0,0,6,8,3,1,2022,9.8,0
15-08-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,13,212,0,0,0,8,3,0,2022,16.3,0
16-08-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,14,198,0,0,1,8,3,0,2022,14.1,0
17-08-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,18,180,0,0,2,8,3,0,2022,10,0
18-08-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,22,158,0,0,3,8,3,0,2022,7.2,0
19-08-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,18,140,0,0,4,8,3,0,2022,7.8,0
20-08-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,22,118,0,0,5,8,3,1,2022,5.4,0
21-08-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,24,94,0,0,6,8,3,1,2022,3.9,0
22-08-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,23,71,0,0,0,8,3,0,2022,3.1,0
23-08-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,17,54,0,0,1,8,3,0,2022,3.2,0
24-08-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,19,515,0,0,2,8,3,0,2022,27.1,0
25-08-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,23,492,0,0,3,8,3,0,2022,21.4,0
26-08-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,15,477,0,0,4,8,3,0,2022,31.8,0
27-08-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,24,453,0,0,5,8,3,1,2022,18.9,0
28-08-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,19,434,0,0,6,8,3,1,2022,22.8,0
29-08-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,19,415,0,0,0,8,3,0,2022,21.8,0
30-08-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,18,397,0,0,1,8,3,0,2022,22.1,0
31-08-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,16,381,0,0,2,8,3,0,2022,23.8,0
01-09-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,15,366,0,0,3,9,3,0,2022,24.4,0
02-09-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,17,349,0,0,4,9,3,0,2022,20.5,0
03-09-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,21,328,0,0,5,9,3,1,2022,15.6,0
04-09-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,19,309,0,0,6,9,3,1,2022,16.3,0
05-09-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,17,292,0,0,0,9,3,0,2022,17.2,0
06-09-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,18,274,0,0,1,9,3,0,2022,15.2,0
07-09-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,15,259,0,0,2,9,3,0,2022,17.3,0
08-09-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,18,241,0,0,3,9,3,0,2022,13.4,0
09-09-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,18,223,0,0,4,9,3,0,2022,12.4,0
10-09-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,25,198,0,0,5,9,3,1,2022,7.9,0
11-09-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,18,180,0,0,6,9,3,1,2022,10,0
12-09-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,16,164,0,0,0,9,3,0,2022,10.2,0
13-09-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,18,146,0,0,1,9,3,0,2022,8.1,0
14-09-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,18,128,0,0,2,9,3,0,2022,7.1,0
15-09-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,15,113,0,0,3,9,3,0,2022,7.5,0
16-09-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,16,97,0,0,4,9,3,0,2022,6.1,0
17-09-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,20,77,0,0,5,9,3,1,2022,3.8,0
18-09-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,17,60,0,0,6,9,3,1,2022,3.5,0
19-09-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,16,524,0,0,0,9,3,0,2022,32.8,0
20-09-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,17,507,0,0,1,9,3,0,2022,29.8,0
21-09-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,19,488,0,0,2,9,3,0,2022,25.7,0
22-09-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,15,473,0,0,3,9,3,0,2022,31.5,0
23-09-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,13,460,0,0,4,9,3,0,2022,35.4,0
24-09-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,15,445,0,0,5,9,3,1,2022,29.7,0
25-09-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,16,429,0,0,6,9,3,1,2022,26.8,0
26-09-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,14,415,0,0,0,9,3,0,2022,29.6,0
27-09-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,16,399,0,0,1,9,3,0,2022,24.9,0
28-09-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,14,385,0,0,2,9,3,0,2022,27.5,0
29-09-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,15,370,0,0,3,9,3,0,2022,24.7,0
30-09-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,15,355,0,0,4,9,3,0,2022,23.7,0
01-10-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,16,339,0,0,5,10,4,1,2022,21.2,0
02-10-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,19,320,0,0,6,10,4,1,2022,16.8,0
03-10-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,16,304,0,0,0,10,4,0,2022,19,0
04-10-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,15,289,0,0,1,10,4,0,2022,19.3,0
05-10-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,14,275,0,0,2,10,4,0,2022,19.6,0
06-10-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,14,261,0,0,3,10,4,0,2022,18.6,0
07-10-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,15,246,0,0,4,10,4,0,2022,16.4,0
08-10-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,18,228,0,0,5,10,4,1,2022,12.7,0
09-10-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,15,213,0,0,6,10,4,1,2022,14.2,0
10-10-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,15,198,0,0,0,10,4,0,2022,13.2,0
11-10-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,11,187,0,0,1,10,4,0,2022,17,0
12-10-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,15,172,0,0,2,10,4,0,2022,11.5,0
13-10-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,16,156,0,0,3,10,4,0,2022,9.8,0
14-10-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,14,142,0,0,4,10,4,0,2022,10.1,0
15-10-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,20,122,0,0,5,10,4,1,2022,6.1,0
16-10-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,15,107,0,0,6,10,4,1,2022,7.1,0
17-10-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,15,92,0,0,0,10,4,0,2022,6.1,0
18-10-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,14,558,0,0,1,10,4,0,2022,39.9,0
19-10-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,14,544,0,0,2,10,4,0,2022,38.9,0
20-10-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,14,530,0,0,3,10,4,0,2022,37.9,0
21-10-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,21,515,0,1,4,10,4,0,2022,24.5,0
22-10-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,24,497,0,1,5,10,4,1,2022,20.7,0
23-10-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,33,477,0,1,6,10,4,1,2022,14.5,0
24-10-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,23,462,0,1,0,10,4,0,2022,20.1,0
25-10-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,26,446,0,1,1,10,4,0,2022,17.2,0
26-10-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,20,433,0,1,2,10,4,0,2022,21.6,0
27-10-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,16,417,0,0,3,10,4,0,2022,26.1,0
28-10-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,13,404,0,0,4,10,4,0,2022,31.1,0
29-10-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,19,385,0,0,5,10,4,1,2022,20.3,0
30-10-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,21,364,0,0,6,10,4,1,2022,17.3,0
31-10-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,14,350,0,0,0,10,4,0,2022,25,0
01-11-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,13,337,0,0,1,11,4,0,2022,25.9,0
02-11-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,17,320,0,0,2,11,4,0,2022,18.8,0
03-11-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,21,299,0,0,3,11,4,0,2022,14.2,0
04-11-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,20,279,0,0,4,11,4,0,2022,14,0
05-11-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,22,257,0,0,5,11,4,1,2022,11.7,0
06-11-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,24,233,0,0,6,11,4,1,2022,9.7,0
07-11-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,19,214,0,0,0,11,4,0,2022,11.3,0
08-11-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,21,193,0,0,1,11,4,0,2022,9.2,0
09-11-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,20,173,0,0,2,11,4,0,2022,8.6,0
10-11-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,22,151,0,0,3,11,4,0,2022,6.9,0
11-11-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,19,132,0,0,4,11,4,0,2022,6.9,0
12-11-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,23,109,0,0,5,11,4,1,2022,4.7,0
13-11-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,20,89,0,0,6,11,4,1,2022,4.4,0
14-11-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,17,72,0,0,0,11,4,0,2022,4.2,0
15-11-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,22,50,0,0,1,11,4,0,2022,2.3,0
16-11-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,19,511,0,0,2,11,4,0,2022,26.9,0
17-11-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,20,491,0,0,3,11,4,0,2022,24.6,0
18-11-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,19,472,0,0,4,11,4,0,2022,24.8,0
19-11-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,20,452,0,0,5,11,4,1,2022,22.6,0
20-11-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,21,431,0,0,6,11,4,1,2022,20.5,0
21-11-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,21,410,0,0,0,11,4,0,2022,19.5,0
22-11-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,20,390,0,0,1,11,4,0,2022,19.5,0
23-11-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,15,375,0,0,2,11,4,0,2022,25,0
24-11-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,18,357,0,0,3,11,4,0,2022,19.8,0
25-11-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,22,335,0,0,4,11,4,0,2022,15.2,0
26-11-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,21,314,0,0,5,11,4,1,2022,15,0
27-11-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,17,297,0,0,6,11,4,1,2022,17.5,0
28-11-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,23,274,0,0,0,11,4,0,2022,11.9,0
29-11-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,20,254,0,0,1,11,4,0,2022,12.7,0
30-11-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,18,236,0,0,2,11,4,0,2022,13.1,0
01-12-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,17,219,0,0,3,12,4,0,2022,12.9,0
02-12-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,20,199,0,0,4,12,4,0,2022,10,0
03-12-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,19,180,0,0,5,12,4,1,2022,9.5,0
04-12-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,23,157,0,0,6,12,4,1,2022,6.8,0
05-12-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,19,138,0,0,0,12,4,0,2022,7.3,0
06-12-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,18,120,0,0,1,12,4,0,2022,6.7,0
07-12-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,18,102,0,0,2,12,4,0,2022,5.7,0
08-12-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,17,85,0,0,3,12,4,0,2022,5,0
09-12-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,20,65,0,0,4,12,4,0,2022,3.2,0
10-12-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,18,47,0,0,5,12,4,1,2022,2.6,0
11-12-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,16,511,0,0,6,12,4,1,2022,31.9,0
12-12-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,19,492,0,0,0,12,4,0,2022,25.9,0
13-12-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,19,473,0,0,1,12,4,0,2022,24.9,0
14-12-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,19,454,0,0,2,12,4,0,2022,23.9,0
15-12-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,18,436,0,0,3,12,4,0,2022,24.2,0
16-12-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,17,419,0,0,4,12,4,0,2022,24.6,0
17-12-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,22,397,0,0,5,12,4,1,2022,18,0
18-12-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,20,377,0,0,6,12,4,1,2022,18.8,0
19-12-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,17,360,0,0,0,12,4,0,2022,21.2,0
20-12-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,17,343,0,0,1,12,4,0,2022,20.2,0
21-12-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,22,321,0,0,2,12,4,0,2022,14.6,0
22-12-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,14,307,0,0,3,12,4,0,2022,21.9,0
23-12-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,19,288,0,0,4,12,4,0,2022,15.2,0
24-12-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,16,272,0,0,5,12,4,1,2022,17,0
25-12-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,20,252,0,0,6,12,4,1,2022,12.6,0
26-12-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,17,235,0,0,0,12,4,0,2022,13.8,0
27-12-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,13,222,0,0,1,12,4,0,2022,17.1,0
28-12-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,18,204,0,0,2,12,4,0,2022,11.3,0
29-12-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,17,187,0,0,3,12,4,0,2022,11,0
30-12-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,13,174,0,0,4,12,4,0,2022,13.4,0
31-12-2022,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,22,152,0,0,5,12,4,1,2022,6.9,0
01-01-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,18,134,0,0,6,1,1,1,2023,7.4,0
02-01-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,16,118,0,0,0,1,1,0,2023,7.4,0
03-01-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,14,104,0,0,1,1,1,0,2023,7.4,0
04-01-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,13,91,0,0,2,1,1,0,2023,7,0
05-01-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,15,76,0,0,3,1,1,0,2023,5.1,0
06-01-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,16,540,0,0,4,1,1,0,2023,33.8,0
07-01-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,17,523,0,0,5,1,1,1,2023,30.8,0
08-01-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,13,510,0,0,6,1,1,1,2023,39.2,0
09-01-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,13,497,0,0,0,1,1,0,2023,38.2,0
10-01-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,14,483,0,0,1,1,1,0,2023,34.5,0
11-01-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,10,473,0,0,2,1,1,0,2023,47.3,0
12-01-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,14,459,0,0,3,1,1,0,2023,32.8,0
13-01-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,17,442,0,0,4,1,1,0,2023,26,0
14-01-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,16,426,0,0,5,1,1,1,2023,26.6,0
15-01-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,18,408,0,0,6,1,1,1,2023,22.7,0
16-01-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,13,395,0,0,0,1,1,0,2023,30.4,0
17-01-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,13,382,0,0,1,1,1,0,2023,29.4,0
18-01-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,14,368,0,0,2,1,1,0,2023,26.3,0
19-01-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,12,356,0,0,3,1,1,0,2023,29.7,0
20-01-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,12,344,0,0,4,1,1,0,2023,28.7,0
21-01-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,17,327,0,0,5,1,1,1,2023,19.2,0
22-01-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,18,309,0,0,6,1,1,1,2023,17.2,0
23-01-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,12,297,0,0,0,1,1,0,2023,24.8,0
24-01-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,15,282,0,0,1,1,1,0,2023,18.8,0
25-01-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,13,269,0,0,2,1,1,0,2023,20.7,0
26-01-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,14,255,0,0,3,1,1,0,2023,18.2,0
27-01-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,14,241,0,0,4,1,1,0,2023,17.2,0
28-01-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,17,224,0,0,5,1,1,1,2023,13.2,0
29-01-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,15,209,0,0,6,1,1,1,2023,13.9,0
30-01-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,15,194,0,0,0,1,1,0,2023,12.9,0
31-01-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,14,180,0,0,1,1,1,0,2023,12.9,0
01-02-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,16,164,0,0,2,2,1,0,2023,10.2,0
02-02-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,13,151,0,0,3,2,1,0,2023,11.6,0
03-02-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,19,132,0,0,4,2,1,0,2023,6.9,0
04-02-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,18,114,0,0,5,2,1,1,2023,6.3,0
05-02-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,18,96,0,0,6,2,1,1,2023,5.3,0
06-02-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,12,84,0,0,0,2,1,0,2023,7,0
07-02-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,13,551,0,0,1,2,1,0,2023,42.4,0
08-02-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,17,534,0,0,2,2,1,0,2023,31.4,0
09-02-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,15,519,0,0,3,2,1,0,2023,34.6,0
10-02-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,11,508,0,0,4,2,1,0,2023,46.2,0
11-02-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,19,489,0,0,5,2,1,1,2023,25.7,0
12-02-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,16,473,0,0,6,2,1,1,2023,29.6,0
13-02-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,17,456,0,0,0,2,1,0,2023,26.8,0
14-02-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,15,441,0,0,1,2,1,0,2023,29.4,0
15-02-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,15,426,0,0,2,2,1,0,2023,28.4,0
16-02-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,17,409,0,0,3,2,1,0,2023,24.1,0
17-02-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,13,396,0,0,4,2,1,0,2023,30.5,0
18-02-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,15,381,0,0,5,2,1,1,2023,25.4,0
19-02-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,17,364,0,0,6,2,1,1,2023,21.4,0
20-02-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,16,348,0,0,0,2,1,0,2023,21.8,0
21-02-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,12,336,0,0,1,2,1,0,2023,28,0
22-02-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,12,324,0,0,2,2,1,0,2023,27,0
23-02-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,16,308,0,0,3,2,1,0,2023,19.2,0
24-02-2023,SKU-001,Wireless Headphones,Electronics,WH-East,45,,9,216,480,14,294,0,0,4,2,1,0,2023,21,0
